State_name,State_canonical_name,State_Alien_Status,APC_name,APC_canonical_name,APC_Alien_Status,APC_Authorship,taxa_status,Status_comparison,Unified_status,establishment_means,degree_of_establishment
Lachnagrostis aemula (R.Br.) Trin.,Lachnagrostis aemula,native,Lachnagrostis aemula (R.Br.) Trin.,Lachnagrostis aemula,native,(R.Br.) Trin.,accepted,Similar for the state flora and the APC,native,native,native
Lachnagrostis aequata (Nees) S.W.L.Jacobs,Lachnagrostis aequata,native,Lachnagrostis rudis (Roem. & Schult.) Trin.,Lachnagrostis rudis,native,(Roem. & Schult.) Trin.,taxonomic synonym,Similar for the state flora and the APC,native,native,native
Lachnagrostis billardierei (R.Br.) Trin. subsp. billardierei,Lachnagrostis billardierei subsp. billardierei,native,Lachnagrostis billardierei (R.Br.) Trin. subsp. billardierei,Lachnagrostis billardierei subsp. billardierei,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Lachnagrostis billardierei (R.Br.) Trin. subsp. tenuiseta (D.I.Morris) S.W.L.Jacobs,Lachnagrostis billardierei subsp. tenuiseta,native,Lachnagrostis billardierei subsp. tenuiseta (D.I.Morris) S.W.L.Jacobs,Lachnagrostis billardierei subsp. tenuiseta,native,(D.I.Morris) S.W.L.Jacobs,accepted,Similar for the state flora and the APC,native,native,native
Lachnagrostis collicola (D.I.Morris) S.W.L.Jacobs,Lachnagrostis collicola,native,Lachnagrostis collicola (D.I.Morris) S.W.L.Jacobs,Lachnagrostis collicola,native,(D.I.Morris) S.W.L.Jacobs,accepted,Similar for the state flora and the APC,native,native,native
Lachnagrostis filiformis (G.Forst.) Trin.,Lachnagrostis filiformis,native,Lachnagrostis filiformis (G.Forst.) Trin.,Lachnagrostis filiformis,native,(G.Forst.) Trin.,accepted,Similar for the state flora and the APC,native,native,native
Lachnagrostis lacunarum (D.I.Morris) S.W.L.Jacobs,Lachnagrostis lacunarum,native,Lachnagrostis lacunarum (D.I.Morris) S.W.L.Jacobs,Lachnagrostis lacunarum,native,(D.I.Morris) S.W.L.Jacobs,accepted,Similar for the state flora and the APC,native,native,native
Lachnagrostis morrisii A.J.Br.,Lachnagrostis morrisii,native,Lachnagrostis morrisii A.J.Br.,Lachnagrostis morrisii,native,A.J.Br.,accepted,Similar for the state flora and the APC,native,native,native
Lachnagrostis punicea (A.J.Br. & N.G.Walsh) S.W.L.Jacobs subsp. filifolia (Vickery) S.W.L.Jacobs,Lachnagrostis punicea subsp. filifolia,native,Lachnagrostis punicea subsp. filifolia (Vickery) S.W.L.Jacobs,Lachnagrostis punicea subsp. filifolia,native,(Vickery) S.W.L.Jacobs,accepted,Similar for the state flora and the APC,native,native,native
Lachnagrostis punicea (A.J.Br. & N.G.Walsh) S.W.L.Jacobs subsp. punicea,Lachnagrostis punicea subsp. punicea,native,Lachnagrostis punicea (A.J.Br. & N.G.Walsh) S.W.L.Jacobs subsp. punicea,Lachnagrostis punicea subsp. punicea,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Lachnagrostis robusta (Vickery) S.W.L.Jacobs,Lachnagrostis robusta,native,Lachnagrostis robusta (Vickery) S.W.L.Jacobs,Lachnagrostis robusta,native,(Vickery) S.W.L.Jacobs,accepted,Similar for the state flora and the APC,native,native,native
Lachnagrostis rudis (Roem. & Schult.) Trin. subsp. nana A.J.Br.,Lachnagrostis rudis subsp. nana,native,Lachnagrostis rudis subsp. nana A.J.Br.,Lachnagrostis rudis subsp. nana,native,A.J.Br.,accepted,Similar for the state flora and the APC,native,native,native
Lachnagrostis rudis (Roem. & Schult.) Trin. subsp. rudis,Lachnagrostis rudis subsp. rudis,native,Lachnagrostis rudis (Roem. & Schult.) Trin. subsp. rudis,Lachnagrostis rudis subsp. rudis,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Lachnagrostis scabra (P.Beauv.) Nees ex Steud.,Lachnagrostis scabra,native,Lachnagrostis rudis (Roem. & Schult.) Trin.,Lachnagrostis rudis,native,(Roem. & Schult.) Trin.,taxonomic synonym,Similar for the state flora and the APC,native,native,native
Lachnagrostis semibarbata (Trin.) A.J.Br. var. filifolia (Vickery) A.J.Br.,Lachnagrostis semibarbata var. filifolia,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Lachnagrostis semibarbata (Trin.) A.J.Br. var. semibarbata,Lachnagrostis semibarbata var. semibarbata,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Lactuca saligna L.,Lactuca saligna,introduced,Lactuca saligna L.,Lactuca saligna,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Lactuca serriola L. f. integrifolia (Gray) S.D.Prince & R.N.Carter,Lactuca serriola f. integrifolia,introduced,Lactuca serriola f. integrifolia (Gray) S.D.Prince & R.N.Carter,Lactuca serriola f. integrifolia,NA,(Gray) S.D.Prince & R.N.Carter,accepted,Not recorded on the APC as present in this state,introduced,introduced,not enough information to assign degree of establishment
Lactuca serriola L. f. serriola,Lactuca serriola f. serriola,introduced,Lactuca serriola L. f. serriola,Lactuca serriola f. serriola,naturalised,NA,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Lagarosiphon major (Ridl.) Moss,Lagarosiphon major,introduced,Lagarosiphon major (Ridl.) Moss,Lagarosiphon major,doubtfully naturalised,(Ridl.) Moss,accepted,"According to the state flora is introduced, while according to the APC is doubtfully naturalised",doubtfully naturalised,introduced,established
Lagarostrobos franklinii (Hook.f.) Quinn,Lagarostrobos franklinii,native,Lagarostrobos franklinii (Hook.f.) Quinn,Lagarostrobos franklinii,native,(Hook.f.) Quinn,accepted,Similar for the state flora and the APC,native,native,native
Lagenophora gunniana Steetz,Lagenophora gunniana,native,Lagenophora huegelii Benth.,Lagenophora huegelii,native,Benth.,taxonomic synonym,Similar for the state flora and the APC,native,native,native
Lagenophora latifolia Hook.f.,Lagenophora latifolia,native,Lagenophora stipitata (Labill.) Druce,Lagenophora stipitata,native,(Labill.) Druce,taxonomic synonym,Similar for the state flora and the APC,native,native,native
Lagenophora montana Hook.f.,Lagenophora montana,native,Lagenophora montana Hook.f.,Lagenophora montana,native,Hook.f.,accepted,Similar for the state flora and the APC,native,native,native
Lagenophora stipitata (Labill.) Druce,Lagenophora stipitata,native,Lagenophora stipitata (Labill.) Druce,Lagenophora stipitata,native,(Labill.) Druce,accepted,Similar for the state flora and the APC,native,native,native
Lagenophora sublyrata (Cass.) A.R.Bean & Jian Wang ter,Lagenophora sublyrata,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Lagurus ovatus L.,Lagurus ovatus,introduced,Lagurus ovatus L.,Lagurus ovatus,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Lamium amplexicaule L.,Lamium amplexicaule,introduced,Lamium amplexicaule L.,Lamium amplexicaule,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Lamium purpureum L.,Lamium purpureum,introduced,Lamium purpureum L.,Lamium purpureum,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Lampranthus glaucus (L.) N.E.Br.,Lampranthus glaucus,introduced,Lampranthus glaucus (L.) N.E.Br.,Lampranthus glaucus,naturalised,(L.) N.E.Br.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Landoltia punctata (G.Mey.) Les & D.J.Crawford,Landoltia punctata,native,Landoltia punctata (G.Mey.) Les & D.J.Crawford,Landoltia punctata,NA,(G.Mey.) Les & D.J.Crawford,accepted,Not recorded on the APC as present in this state,native,native,native
Lapsana communis L. subsp. communis,Lapsana communis subsp. communis,introduced,Lapsana communis L. subsp. communis,Lapsana communis subsp. communis,naturalised,NA,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Lasiopetalum baueri Steetz,Lasiopetalum baueri,native,Lasiopetalum baueri Steetz,Lasiopetalum baueri,native,Steetz,accepted,Similar for the state flora and the APC,native,native,native
Lasiopetalum discolor Hook.,Lasiopetalum discolor,native,Lasiopetalum discolor Hook.,Lasiopetalum discolor,native,Hook.,accepted,Similar for the state flora and the APC,native,native,native
Lasiopetalum macrophyllum Graham,Lasiopetalum macrophyllum,native,Lasiopetalum macrophyllum Graham,Lasiopetalum macrophyllum,native,Graham,accepted,Similar for the state flora and the APC,native,native,native
Lasiopetalum micranthum Hook.f.,Lasiopetalum micranthum,native,Lasiopetalum micranthum Hook.f.,Lasiopetalum micranthum,native,Hook.f.,accepted,Similar for the state flora and the APC,native,native,native
Lasiospermum bipinnatum (Thunb.) Druce,Lasiospermum bipinnatum,introduced,Lasiospermum bipinnatum (Thunb.) Druce,Lasiospermum bipinnatum,naturalised,(Thunb.) Druce,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Lastreopsis acuminata (Houlston) C.V.Morton,Lastreopsis acuminata,native,Lastreopsis acuminata (Houlston) C.V.Morton,Lastreopsis acuminata,native,(Houlston) C.V.Morton,accepted,Similar for the state flora and the APC,native,native,native
Lastreopsis hispida (Sw.) Tindale,Lastreopsis hispida,native,Lastreopsis hispida (Sw.) Tindale,Lastreopsis hispida,native,(Sw.) Tindale,accepted,Similar for the state flora and the APC,native,native,native
Lathyrus nissolia L.,Lathyrus nissolia,introduced,Lathyrus nissolia L.,Lathyrus nissolia,doubtfully naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is doubtfully naturalised",doubtfully naturalised,introduced,established
Lathyrus tingitanus L.,Lathyrus tingitanus,introduced,Lathyrus tingitanus L.,Lathyrus tingitanus,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Lavandula stoechas L. subsp. stoechas,Lavandula stoechas subsp. stoechas,introduced,Lavandula stoechas L. subsp. stoechas,Lavandula stoechas subsp. stoechas,naturalised,NA,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Lawrencia spicata Hook.,Lawrencia spicata,native,Lawrencia spicata Hook.,Lawrencia spicata,native,Hook.,accepted,Similar for the state flora and the APC,native,native,native
Lawrencia squamata Nees,Lawrencia squamata,doubtfully introduced,Lawrencia squamata Nees,Lawrencia squamata,doubtfully naturalised,Nees,accepted,"According to the state flora is doubtfully introduced, while according to the APC is doubtfully naturalised",doubtfully naturalised,introduced,established
Laxmannia orientalis Keighery,Laxmannia orientalis,native,Laxmannia orientalis Keighery,Laxmannia orientalis,native,Keighery,accepted,Similar for the state flora and the APC,native,native,native
Laxmannia squarrosa Lindl.,Laxmannia squarrosa,native,Laxmannia squarrosa Lindl.,Laxmannia squarrosa,NA,Lindl.,accepted,Not recorded on the APC as present in this state,native,native,native
Leiocarpa supina (F.Muell.) Paul G.Wilson,Leiocarpa supina,native,Leiocarpa supina (F.Muell.) Paul G.Wilson,Leiocarpa supina,native,(F.Muell.) Paul G.Wilson,accepted,Similar for the state flora and the APC,native,native,native
Leionema bilobum (Lindl.) Paul G.Wilson subsp. truncatum (Hook.f.) Duretto & K.L.Durham,Leionema bilobum subsp. truncatum,native,Leionema bilobum subsp. truncatum (Hook.f.) Duretto & K.L.Durham,Leionema bilobum subsp. truncatum,native,(Hook.f.) Duretto & K.L.Durham,accepted,Similar for the state flora and the APC,native,native,native
Leionema montanum (Hook.) Paul G.Wilson,Leionema montanum,native,Leionema montanum (Hook.) Paul G.Wilson,Leionema montanum,native,(Hook.) Paul G.Wilson,accepted,Similar for the state flora and the APC,native,native,native
Leionema oldfieldii (F.Muell.) Paul G.Wilson,Leionema oldfieldii,native,Leionema oldfieldii (F.Muell.) Paul G.Wilson,Leionema oldfieldii,native,(F.Muell.) Paul G.Wilson,accepted,Similar for the state flora and the APC,native,native,native
Lemna disperma Hegelm.,Lemna disperma,native,Lemna disperma Hegelm.,Lemna disperma,native,Hegelm.,accepted,Similar for the state flora and the APC,native,native,native
Lemna trisulca L.,Lemna trisulca,native,Lemna trisulca L.,Lemna trisulca,native,L.,accepted,Similar for the state flora and the APC,native,native,native
Leonotis leonurus (L.) R.Br.,Leonotis leonurus,introduced,Leonotis leonurus (L.) R.Br.,Leonotis leonurus,naturalised,(L.) R.Br.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Leontodon rhagadioloides (L.) Enke & Zidorn,Leontodon rhagadioloides,native,Leontodon rhagadioloides (L.) Enke & Zidorn,Leontodon rhagadioloides,naturalised,(L.) Enke & Zidorn,accepted,"According to the state flora is native, while according to the APC is naturalised",naturalised,introduced,established
Leontodon saxatilis Lam.,Leontodon saxatilis,native,Leontodon saxatilis Lam.,Leontodon saxatilis,naturalised,Lam.,accepted,"According to the state flora is native, while according to the APC is naturalised",naturalised,introduced,established
Lepidium africanum (Burm.f.) DC.,Lepidium africanum,introduced,Lepidium africanum (Burm.f.) DC.,Lepidium africanum,naturalised,(Burm.f.) DC.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Lepidium bonariense L.,Lepidium bonariense,introduced,Lepidium bonariense L.,Lepidium bonariense,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Lepidium campestre (L.) W.T.Aiton,Lepidium campestre,introduced,Lepidium campestre (L.) W.T.Aiton,Lepidium campestre,naturalised,(L.) W.T.Aiton,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Lepidium coronopus (L.) Al-Shehbaz,Lepidium coronopus,native,Lepidium coronopus (L.) Al-Shehbaz,Lepidium coronopus,naturalised,(L.) Al-Shehbaz,accepted,"According to the state flora is native, while according to the APC is naturalised",naturalised,introduced,established
Lepidium desvauxii Thell.,Lepidium desvauxii,native,Lepidium desvauxii Thell.,Lepidium desvauxii,native,Thell.,accepted,Similar for the state flora and the APC,native,native,native
Lepidium didymum L.,Lepidium didymum,native,Lepidium didymum L.,Lepidium didymum,naturalised,L.,accepted,"According to the state flora is native, while according to the APC is naturalised",naturalised,introduced,established
Lepidium draba L.,Lepidium draba,native,Lepidium draba L.,Lepidium draba,naturalised,L.,accepted,"According to the state flora is native, while according to the APC is naturalised",naturalised,introduced,established
Lepidium flexicaule Kirk,Lepidium flexicaule,native,Lepidium flexicaule Kirk,Lepidium flexicaule,native,Kirk,accepted,Similar for the state flora and the APC,native,native,native
Lepidium foliosum Desv.,Lepidium foliosum,native,Lepidium foliosum Desv.,Lepidium foliosum,native,Desv.,accepted,Similar for the state flora and the APC,native,native,native
Lepidium heterophyllum Benth.,Lepidium heterophyllum,introduced,Lepidium heterophyllum Benth.,NA,NA,NA,excluded,Taxon excluded on the APC,introduced,introduced,not enough information to assign degree of establishment
Lepidium hyssopifolium Desv.,Lepidium hyssopifolium,native,Lepidium hyssopifolium Desv.,Lepidium hyssopifolium,native,Desv.,accepted,Similar for the state flora and the APC,native,native,native
Lepidium latifolium L.,Lepidium latifolium,introduced,Lepidium latifolium L.,Lepidium latifolium,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Lepidium pseudotasmanicum Thell.,Lepidium pseudotasmanicum,native,Lepidium pseudotasmanicum Thell.,Lepidium pseudotasmanicum,native,Thell.,accepted,Similar for the state flora and the APC,native,native,native
Lepidium sativum L.,Lepidium sativum,introduced,Lepidium sativum L.,Lepidium sativum,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Lepidium tasmanicum Thell.,Lepidium tasmanicum,native,Lepidium hyssopifolium Desv.,Lepidium hyssopifolium,native,Desv.,taxonomic synonym,Similar for the state flora and the APC,native,native,native
Lepidosperma concavum R.Br.,Lepidosperma concavum,native,Lepidosperma concavum R.Br.,Lepidosperma concavum,native,R.Br.,accepted,Similar for the state flora and the APC,native,native,native
Lepidosperma curtisiae K.L.Wilson & D.I.Morris,Lepidosperma curtisiae,native,Lepidosperma curtisiae K.L.Wilson & D.I.Morris,Lepidosperma curtisiae,native,K.L.Wilson & D.I.Morris,accepted,Similar for the state flora and the APC,native,native,native
Lepidosperma elatius Labill.,Lepidosperma elatius,native,Lepidosperma elatius Labill.,Lepidosperma elatius,native,Labill.,accepted,Similar for the state flora and the APC,native,native,native
Lepidosperma ensiforme (Rodway) D.I.Morris,Lepidosperma ensiforme,native,Lepidosperma ensiforme (Rodway) D.I.Morris,Lepidosperma ensiforme,native,(Rodway) D.I.Morris,accepted,Similar for the state flora and the APC,native,native,native
Lepidosperma filiforme Labill.,Lepidosperma filiforme,native,Lepidosperma filiforme Labill.,Lepidosperma filiforme,native,Labill.,accepted,Similar for the state flora and the APC,native,native,native
Lepidosperma forsythii A.A.Ham.,Lepidosperma forsythii,native,Lepidosperma forsythii A.A.Ham.,Lepidosperma forsythii,native,A.A.Ham.,accepted,Similar for the state flora and the APC,native,native,native
Lepidosperma gladiatum Labill.,Lepidosperma gladiatum,native,Lepidosperma gladiatum Labill.,Lepidosperma gladiatum,native,Labill.,accepted,Similar for the state flora and the APC,native,native,native
Lepidosperma globosum Labill.,Lepidosperma globosum,native,Lepidosperma globosum Labill.,Lepidosperma globosum,native,Labill.,accepted,Similar for the state flora and the APC,native,native,native
Lepidosperma gunnii Boeckeler,Lepidosperma gunnii,native,Lepidosperma gunnii Boeckeler,Lepidosperma gunnii,native,Boeckeler,accepted,Similar for the state flora and the APC,native,native,native
Lepidosperma inops F.Muell. ex Rodway,Lepidosperma inops,native,Lepidosperma inops F.Muell. ex Rodway,Lepidosperma inops,native,F.Muell. ex Rodway,accepted,Similar for the state flora and the APC,native,native,native
Lepidosperma laterale R.Br.,Lepidosperma laterale,native,Lepidosperma laterale R.Br.,Lepidosperma laterale,native,R.Br.,accepted,Similar for the state flora and the APC,native,native,native
Lepidosperma longitudinale Labill.,Lepidosperma longitudinale,native,Lepidosperma longitudinale Labill.,Lepidosperma longitudinale,native,Labill.,accepted,Similar for the state flora and the APC,native,native,native
Lepidosperma monticola G.T.Plunkett & J.J.Bruhl,Lepidosperma monticola,native,Lepidosperma monticola G.T.Plunkett & J.J.Bruhl,Lepidosperma monticola,native,G.T.Plunkett & J.J.Bruhl,accepted,Similar for the state flora and the APC,native,native,native
Lepidosperma neesii Kunth,Lepidosperma neesii,native,Lepidosperma neesii Kunth,Lepidosperma neesii,native,Kunth,accepted,Similar for the state flora and the APC,native,native,native
Lepidosperma oldfieldii Hook.f.,Lepidosperma oldfieldii,native,Lepidosperma oldfieldii Hook.f.,Lepidosperma oldfieldii,native,Hook.f.,accepted,Similar for the state flora and the APC,native,native,native
Lepidosperma tortuosum F.Muell.,Lepidosperma tortuosum,native,Lepidosperma tortuosum F.Muell.,Lepidosperma tortuosum,native,F.Muell.,accepted,Similar for the state flora and the APC,native,native,native
Lepidosperma viscidum R.Br.,Lepidosperma viscidum,native,Lepidosperma viscidum R.Br.,Lepidosperma viscidum,native,R.Br.,accepted,Similar for the state flora and the APC,native,native,native
Lepilaena australis J.Drumm. ex Harv.,Lepilaena australis,presumed extinct,Althenia australis (J.Drumm. ex Harv.) F.Muell.,Althenia australis,native,(J.Drumm. ex Harv.) F.Muell.,nomenclatural synonym,"According to the state flora is presumed extinct, while according to the APC is native",native,native,native
Lepilaena bilocularis Kirk,Lepilaena bilocularis,native,Althenia bilocularis (Kirk) Cockayne,Althenia bilocularis,native,(Kirk) Cockayne,nomenclatural synonym,Similar for the state flora and the APC,native,native,native
Lepilaena cylindrocarpa (Körn. ex Müll.Stuttg) Benth.,Lepilaena cylindrocarpa,native,Althenia cylindrocarpa (Körn. ex Müll.Berol.) Asch.,Althenia cylindrocarpa,native,(Körn. ex Müll.Berol.) Asch.,nomenclatural synonym,Similar for the state flora and the APC,native,native,native
Lepilaena marina E.L.Robertson,Lepilaena marina,native,Althenia marina (E.L.Robertson) Yu Ito,Althenia marina,native,(E.L.Robertson) Yu Ito,nomenclatural synonym,Similar for the state flora and the APC,native,native,native
Lepilaena patentifolia E.L.Robertson,Lepilaena patentifolia,native,Althenia patentifolia (E.L.Robertson) T.D.Macfarl. & D.D.Sokoloff,Althenia patentifolia,native,(E.L.Robertson) T.D.Macfarl. & D.D.Sokoloff,basionym,Similar for the state flora and the APC,native,native,native
Lepilaena preissii (Lehm.) F.Muell.,Lepilaena preissii,native,NA,NA,NA,NA,pro parte misapplied,"It corresponds to several accepted names on the APC due to have been pro parte misapplied, therefore it is impossible to assign one",native,native,native
Leptecophylla abietina (Labill.) C.M.Weiller,Leptecophylla abietina,native,Leptecophylla abietina (Labill.) C.M.Weiller,Leptecophylla abietina,native,(Labill.) C.M.Weiller,accepted,Similar for the state flora and the APC,native,native,native
Leptecophylla divaricata (Hook.f.) C.M.Weiller,Leptecophylla divaricata,native,Leptecophylla divaricata (Hook.f.) C.M.Weiller,Leptecophylla divaricata,native,(Hook.f.) C.M.Weiller,accepted,Similar for the state flora and the APC,native,native,native
Leptecophylla oxycedrus (Labill.) Jarman,Leptecophylla oxycedrus,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Leptecophylla parvifolia (R.Br.) Jarman,Leptecophylla parvifolia,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Leptecophylla pendulosa (Jarman) C.M.Weiller,Leptecophylla pendulosa,native,Leptecophylla pendulosa (Jarman) C.M.Weiller,Leptecophylla pendulosa,native,(Jarman) C.M.Weiller,accepted,Similar for the state flora and the APC,native,native,native
Leptecophylla pogonocalyx C.M.Weiller subsp. decipiens Jarman,Leptecophylla pogonocalyx subsp. decipiens,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Leptecophylla pogonocalyx C.M.Weiller subsp. pogonocalyx,Leptecophylla pogonocalyx subsp. pogonocalyx,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Leptinella filicula (Hook.f.) Hook.f.,Leptinella filicula,native,Leptinella filicula (Hook.f.) Hook.f.,Leptinella filicula,native,(Hook.f.) Hook.f.,accepted,Similar for the state flora and the APC,native,native,native
Leptinella longipes Hook.f.,Leptinella longipes,native,Leptinella longipes Hook.f.,Leptinella longipes,native,Hook.f.,accepted,Similar for the state flora and the APC,native,native,native
Leptinella reptans (Benth.) D.G.Lloyd & C.J.Webb,Leptinella reptans,native,Leptinella reptans (Benth.) D.G.Lloyd & C.J.Webb,Leptinella reptans,native,(Benth.) D.G.Lloyd & C.J.Webb,accepted,Similar for the state flora and the APC,native,native,native
leptocarpus tenax (Labill.) R.Br.,leptocarpus tenax,native,Leptocarpus tenax (Labill.) R.Br.,Leptocarpus tenax,native,(Labill.) R.Br.,accepted,Similar for the state flora and the APC,native,native,native
Leptocarpus tenax (Labill.) R.Br.,Leptocarpus tenax,native,Leptocarpus tenax (Labill.) R.Br.,Leptocarpus tenax,native,(Labill.) R.Br.,accepted,Similar for the state flora and the APC,native,native,native
Leptoceras menziesii (R.Br.) Lindl.,Leptoceras menziesii,native,Leptoceras menziesii (R.Br.) Lindl.,Leptoceras menziesii,native,(R.Br.) Lindl.,accepted,Similar for the state flora and the APC,native,native,native
Leptomeria drupacea (Labill.) Druce,Leptomeria drupacea,native,Leptomeria drupacea (Labill.) Druce,Leptomeria drupacea,native,(Labill.) Druce,accepted,Similar for the state flora and the APC,native,native,native
Leptomeria glomerata F.Muell. ex Hook.f.,Leptomeria glomerata,native,Leptomeria glomerata F.Muell. ex Hook.f.,Leptomeria glomerata,native,F.Muell. ex Hook.f.,accepted,Similar for the state flora and the APC,native,native,native
Leptorhynchos elongatus DC.,Leptorhynchos elongatus,native,Leptorhynchos elongatus DC.,Leptorhynchos elongatus,native,DC.,accepted,Similar for the state flora and the APC,native,native,native
Leptorhynchos nitidulus DC.,Leptorhynchos nitidulus,native,Leptorhynchos nitidulus DC.,Leptorhynchos nitidulus,native,DC.,accepted,Similar for the state flora and the APC,native,native,native
Leptorhynchos squamatus (Labill.) Less. subsp. alpinus Flann,Leptorhynchos squamatus subsp. alpinus,native,Leptorhynchos squamatus subsp. alpinus Flann,Leptorhynchos squamatus subsp. alpinus,native,Flann,accepted,Similar for the state flora and the APC,native,native,native
Leptorhynchos squamatus (Labill.) Less. subsp. squamatus,Leptorhynchos squamatus subsp. squamatus,native,Leptorhynchos squamatus (Labill.) Less. subsp. squamatus,Leptorhynchos squamatus subsp. squamatus,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Leptospermum glaucescens S.Schauer,Leptospermum glaucescens,native,Leptospermum glaucescens S.Schauer,Leptospermum glaucescens,native,S.Schauer,accepted,Similar for the state flora and the APC,native,native,native
Leptospermum grandiflorum Lodd.,Leptospermum grandiflorum,native,"Leptospermum grandiflorum Lodd., G.Lodd. & W.Lodd.",Leptospermum grandiflorum,native,"Lodd., G.Lodd. & W.Lodd.",accepted,Similar for the state flora and the APC,native,native,native
Leptospermum laevigatum (Gaertn.) F.Muell.,Leptospermum laevigatum,native,Leptospermum laevigatum (Gaertn.) F.Muell.,Leptospermum laevigatum,native colonising,(Gaertn.) F.Muell.,accepted,"According to the state flora is native, while according to the APC is native colonising",native colonising,native,native
Leptospermum lanigerum (Sol. ex Aiton) Sm.,Leptospermum lanigerum,native,Leptospermum lanigerum (Sol. ex Aiton) Sm.,Leptospermum lanigerum,native,(Sol. ex Aiton) Sm.,accepted,Similar for the state flora and the APC,native,native,native
Leptospermum nitidum Hook.f.,Leptospermum nitidum,native,Leptospermum nitidum Hook.f.,Leptospermum nitidum,native,Hook.f.,accepted,Similar for the state flora and the APC,native,native,native
Leptospermum pilosum Schauer,Leptospermum pilosum,native,Leptospermum pilosum Schauer,NA,NA,NA,excluded,Taxon excluded on the APC,native,native,native
Leptospermum riparium D.I.Morris,Leptospermum riparium,native,Leptospermum riparium D.I.Morris,Leptospermum riparium,native,D.I.Morris,accepted,Similar for the state flora and the APC,native,native,native
Leptospermum rupestre Hook.f.,Leptospermum rupestre,native,Leptospermum rupestre Hook.f.,Leptospermum rupestre,native,Hook.f.,accepted,Similar for the state flora and the APC,native,native,native
Leptospermum scoparium J.R.Forst. & G.Forst.,Leptospermum scoparium,native,Leptospermum scoparium J.R.Forst. & G.Forst.,Leptospermum scoparium,native,J.R.Forst. & G.Forst.,accepted,Similar for the state flora and the APC,native,native,native
Lepyrodia muelleri Benth.,Lepyrodia muelleri,native,Lepyrodia muelleri Benth.,Lepyrodia muelleri,native,Benth.,accepted,Similar for the state flora and the APC,native,native,native
Leucanthemum vulgare Lam.,Leucanthemum vulgare,native,Leucanthemum vulgare Lam.,Leucanthemum vulgare,naturalised,Lam.,accepted,"According to the state flora is native, while according to the APC is naturalised",naturalised,introduced,established
Leucanthemum x superbum (Bergmans ex J.W.Ingram) D.H.Kent,Leucanthemum x x superbum,introduced,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,introduced,introduced,not enough information to assign degree of establishment
Leucochrysum albicans (A.Cunn.) Paul G.Wilson subsp. tricolor (DC.) N.G.Walsh,Leucochrysum albicans subsp. tricolor,native,Leucochrysum albicans subsp. tricolor (DC.) N.G.Walsh,Leucochrysum albicans subsp. tricolor,native,(DC.) N.G.Walsh,accepted,Similar for the state flora and the APC,native,native,native
Leucojum aestivum L.,Leucojum aestivum,introduced,Leucojum aestivum L.,Leucojum aestivum,NA,L.,accepted,Not recorded on the APC as present in this state,introduced,introduced,not enough information to assign degree of establishment
Leucophyta brownii Cass.,Leucophyta brownii,native,Leucophyta brownii Cass.,Leucophyta brownii,native,Cass.,accepted,Similar for the state flora and the APC,native,native,native
Leucopogon affinis R.Br.,Leucopogon affinis,native,Leucopogon affinis R.Br.,Leucopogon affinis,native,R.Br.,accepted,Similar for the state flora and the APC,native,native,native
