Sample ID,Sample Details,Test Name,Result,Units,Absorbance,Time,Manual Dil,Auto Dil
480X250D,,Nitrate 2,-0.0213,mg N/L,0.01267,Mon May 05 22:20:01 2025,1,1
449X250D,,Nitrate 2,-0.0048,mg N/L,0.017079,Mon May 05 22:22:03 2025,1,1
476X250D,,Nitrate 2,-0.0364,mg N/L,0.008664,Mon May 05 22:24:05 2025,1,1
439X10D (A),,Nitrate 2,-0.0215,mg N/L,0.012641,Mon May 05 22:26:06 2025,1,1
523,,Nitrate 2,0.0201,mg N/L,0.023719,Mon May 05 22:28:08 2025,1,1
511,,Nitrate 2,-0.0339,mg N/L,0.009327,Mon May 05 22:30:11 2025,1,1
C C V,,Nitrate 2,1.0237,mg N/L,0.29103,Mon May 05 22:32:13 2025,1,1
C C B ,,Nitrate 2,-0.0283,mg N/L,0.010814,Mon May 05 22:34:15 2025,1,1
532,,Nitrate 2,-0.0272,mg N/L,0.011104,Mon May 05 22:36:18 2025,1,1
482,,Nitrate 2,0.0022,mg N/L,0.018932,Mon May 05 22:38:23 2025,1,1
535,,Nitrate 2,-0.0345,mg N/L,0.009168,Mon May 05 22:40:27 2025,1,1
527,,Nitrate 2,-0.0376,mg N/L,0.008333,Mon May 05 22:42:29 2025,1,1
490,,Nitrate 2,-0.015,mg N/L,0.014358,Mon May 05 22:44:31 2025,1,1
496,,Nitrate 2,-0.0203,mg N/L,0.01296,Mon May 05 22:46:34 2025,1,1
510,,Nitrate 2,-0.0334,mg N/L,0.009457,Mon May 05 22:48:36 2025,1,1
483,,Nitrate 2,-0.0253,mg N/L,0.01161,Mon May 05 22:50:38 2025,1,1
505,,Nitrate 2,-0.0348,mg N/L,0.009082,Mon May 05 22:52:41 2025,1,1
513,,Nitrate 2,-0.0368,mg N/L,0.008549,Mon May 05 22:54:43 2025,1,1
C C V,,Nitrate 2,0.997,mg N/L,0.283919,Mon May 05 22:56:48 2025,1,1
C C B ,,Nitrate 2,-0.0265,mg N/L,0.011306,Mon May 05 22:58:53 2025,1,1
540,,Nitrate 2,-0.0382,mg N/L,0.008175,Mon May 05 22:59:48 2025,1,1
538,,Nitrate 2,-0.0371,mg N/L,0.008477,Mon May 05 23:00:43 2025,1,1
514,,Nitrate 2,-0.0385,mg N/L,0.008103,Mon May 05 23:01:37 2025,1,1
524,,Nitrate 2,-0.0327,mg N/L,0.009644,Mon May 05 23:02:32 2025,1,1
491,,Nitrate 2,-0.0387,mg N/L,0.00806,Mon May 05 23:03:26 2025,1,1
536,,Nitrate 2,0.0457,mg N/L,0.030537,Mon May 05 23:04:21 2025,1,1
481,,Nitrate 2,0.2556,mg N/L,0.086452,Mon May 05 23:05:15 2025,1,1
C C V,,Nitrate 2,0.964,mg N/L,0.275137,Mon May 05 23:06:10 2025,1,1
C C B ,,Nitrate 2,-0.0299,mg N/L,0.01038,Mon May 05 23:07:05 2025,1,1
