Sample ID,Sample Details,Test Name,Result,Units,Absorbance,Time,Manual Dil,Auto Dil
C C V,,Nitrate 2,1.0808,mg N/L,0.350138,Sun May 04 21:13:43 2025,1,1
C C B ,,Nitrate 2,-0.0342,mg N/L,0.015249,Sun May 04 21:15:48 2025,1,1
635,,Nitrate 2,55.9707,mg N/L,0.59708,Sun May 04 22:42:40 2025,1,29.41
659,,Nitrate 2,35.0362,mg N/L,0.551668,Sun May 04 22:21:54 2025,1,20
479-652,,Nitrate 2,78.7783,mg N/L,0.829985,Sun May 04 22:43:34 2025,1,29.41
661,,Nitrate 2,0.003,mg N/L,0.026424,Sun May 04 21:19:27 2025,1,1
466-655,,Nitrate 2,73.5465,mg N/L,0.77656,Sun May 04 22:44:29 2025,1,29.41
657,,Nitrate 2,83.2975,mg N/L,0.876135,Sun May 04 22:45:23 2025,1,29.41
C C V,,Nitrate 2,1.0653,mg N/L,0.345487,Sun May 04 21:23:05 2025,1,1
C C B ,,Nitrate 2,-0.0333,mg N/L,0.015512,Sun May 04 21:24:01 2025,1,1
CCV,,Nitrate 2,1.0339,mg N/L,0.336056,Sun May 04 21:44:15 2025,1,1
CCB,,Nitrate 2,-0.047,mg N/L,0.011393,Sun May 04 21:46:20 2025,1,1
CCV,,Nitrate 2,1.0591,mg N/L,0.343615,Sun May 04 21:53:37 2025,1,1
CCB,,Nitrate 2,-0.0416,mg N/L,0.013033,Sun May 04 21:54:32 2025,1,1
