Sample ID,Sample Details,Test Name,Result,Units,Absorbance,Time,Manual Dil,Auto Dil
532,,Ammonia 2.0,1.1168,mg N/L,0.635932,Wed Apr 23 18:57:02 2025,1,1
C C V,,Ammonia 2.0,1.1252,mg N/L,0.639967,Wed Apr 23 18:59:01 2025,1,1
C C B ,,Ammonia 2.0,-0.0482,mg N/L,0.076858,Wed Apr 23 19:01:00 2025,1,1
523,,Ammonia 2.0,1.3355,mg N/L,0.740905,Wed Apr 23 19:03:00 2025,1,1
496,,Ammonia 2.0,1.3189,mg N/L,0.732948,Wed Apr 23 19:04:59 2025,1,1
481,,Ammonia 2.0,1.0126,mg N/L,0.58594,Wed Apr 23 19:06:58 2025,1,1
483,,Ammonia 2.0,1.2318,mg N/L,0.691155,Wed Apr 23 19:08:59 2025,1,1
491,,Ammonia 2.0,1.1212,mg N/L,0.638051,Wed Apr 23 19:11:00 2025,1,1
493,,Ammonia 2.0,1.4925,mg N/L,0.816254,Wed Apr 23 19:12:59 2025,1,1
536,,Ammonia 2.0,1.2017,mg N/L,0.676716,Wed Apr 23 19:14:58 2025,1,1
538,,Ammonia 2.0,1.0092,mg N/L,0.58431,Wed Apr 23 19:16:57 2025,1,1
490,,Ammonia 2.0,1.3911,mg N/L,0.767593,Wed Apr 23 19:18:57 2025,1,1
524,,Ammonia 2.0,1.4602,mg N/L,0.80074,Wed Apr 23 19:20:56 2025,1,1
C C V,,Ammonia 2.0,1.101,mg N/L,0.628354,Wed Apr 23 19:22:55 2025,1,1
C C B ,,Ammonia 2.0,-0.0435,mg N/L,0.07911,Wed Apr 23 19:24:55 2025,1,1
505,,Ammonia 2.0,1.4513,mg N/L,0.796487,Wed Apr 23 19:26:56 2025,1,1
482,,Ammonia 2.0,0.5462,mg N/L,0.362105,Wed Apr 23 19:28:56 2025,1,1
511,,Ammonia 2.0,1.3509,mg N/L,0.748279,Wed Apr 23 19:30:35 2025,1,1
510,,Ammonia 2.0,1.3749,mg N/L,0.759839,Wed Apr 23 19:32:14 2025,1,1
527,,Ammonia 2.0,1.5625,mg N/L,0.849857,Wed Apr 23 19:33:53 2025,1,1
513,,Ammonia 2.0,1.6809,mg N/L,0.906689,Wed Apr 23 19:35:31 2025,1,1
607,,Ammonia 2.0,1.1086,mg N/L,0.632005,Wed Apr 23 19:37:10 2025,1,1
C C V,,Ammonia 2.0,1.1112,mg N/L,0.633263,Wed Apr 23 19:38:48 2025,1,1
C C B ,,Ammonia 2.0,-0.0414,mg N/L,0.080147,Wed Apr 23 19:40:28 2025,1,1
CCV,,Ammonia 2.0,1.0818,mg N/L,0.619174,Wed Apr 23 19:58:50 2025,1,1
CCB,,Ammonia 2.0,-0.0308,mg N/L,0.085202,Wed Apr 23 20:00:51 2025,1,1
CCV,,Ammonia 2.0,1.056,mg N/L,0.606778,Wed Apr 23 20:10:44 2025,1,1
CCB,,Ammonia 2.0,-0.037,mg N/L,0.082258,Wed Apr 23 20:12:23 2025,1,1
