Site,Plot,reads_samp,Fire_Treatment,Tube,weight_mg,Sample_Type,Samplename_ITS,sample_num,barcode,OTU,count,resampled_count,resampled_date,kingdom,phylum,class,order,family,genus,species,n,score,SH_species,SH_gb_acc,SH_sh_acc,SH_type,identity,coverage,trophicMode,guild,confidenceRanking,growthForm,trait,notes,citationSource,unite_db_version,date_assigned,qbit_DNA_conc_ng_uL,guild2,exploration_type,Ecm_lineage,myco_reads,burn_reads,RA_samp,RA_total_reads,RA_total_Burn
NSMSEQCasWoo01,NSS01,14168,U,1,0.385,Hyphae,SMM0213,213,SMM0213-POW14852A113-AAGKYY3M5,ITSall_OTUf_257,142,6,Fri Mar 21 23:04:47 2025,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,NA,1,1,Rhizophagus_sp,AY627803,SH1168492.08FU,reps_singleton,0.961722488038278,0.990430622009569,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,Arbuscular Mycorrhizal,NA,NA,765354,244235,0.010022586109542632,1.855350595933385e-4,5.814072512129711e-4
NSMSEQCasWoo01,NSS01,14168,U,1,0.385,Hyphae,SMM0213,213,SMM0213-POW14852A113-AAGKYY3M5,ITSall_OTUa_248,124,3,Fri Mar 21 23:04:47 2025,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,42,1,Glomeromycota_sp,KJ484706,SH1570975.08FU,reps,0.860824742268041,0.963917525773196,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,Microfungus,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:44 2021,NA,Arbuscular Mycorrhizal,NA,NA,765354,244235,0.008752117447769622,1.6201653091249278e-4,5.07707740495834e-4
NSMSEQCasWoo01,NSS01,14168,U,1,0.385,Hyphae,SMM0213,213,SMM0213-POW14852A113-AAGKYY3M5,ITSall_OTUm_14806,34,1,Fri Mar 21 23:04:47 2025,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,NA,1,1,Rhizophagus_sp,AY627803,SH1168492.08FU,reps_singleton,0.976415094339623,0.990566037735849,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 15:55:31 2021,NA,Arbuscular Mycorrhizal,NA,NA,765354,244235,0.0023997741389045735,4.442388750826415e-5,1.3921018691014802e-4
NSMSEQCasWoo01,NSS01,14168,U,1,0.385,Hyphae,SMM0213,213,SMM0213-POW14852A113-AAGKYY3M5,ITSall_OTUa_1184,46,2,Fri Mar 21 23:04:47 2025,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,1,1,Glomeromycota_sp,KY114690,SH2707623.08FU,reps,0.98,1,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,Microfungus,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:44 2021,NA,Arbuscular Mycorrhizal,NA,NA,765354,244235,0.003246753246753247,6.010290662882797e-5,1.8834319405490615e-4
NSMSEQCasWoo01,NSS01,14168,U,1,0.385,Hyphae,SMM0213,213,SMM0213-POW14852A113-AAGKYY3M5,ITSall_OTUf_2198,101,2,Fri Mar 21 23:04:47 2025,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,1,1,Glomeromycota_sp,MG664395,SH3590413.08FU,reps,0.989949748743719,0.994974874371859,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,Microfungus,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:28:58 2021,NA,Arbuscular Mycorrhizal,NA,NA,765354,244235,0.007128740824392998,1.319650775980788e-4,4.135361434683809e-4
NSMSEQCasWoo01,NSS01,14168,U,1,0.385,Hyphae,SMM0213,213,SMM0213-POW14852A113-AAGKYY3M5,ITSall_OTUa_137,29,0,NA,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA,2,1,Claroideoglomeraceae_sp,HE775378,SH1520439.08FU,refs,0.967441860465116,1,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:44 2021,NA,Arbuscular Mycorrhizal,NA,NA,765354,244235,0.00204686617730096,3.7890962874695894e-5,1.1873810059983214e-4
NSMSEQCasWoo01,NSS01,14168,U,1,0.385,Hyphae,SMM0213,213,SMM0213-POW14852A113-AAGKYY3M5,ITSall_OTUa_433,20,0,NA,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,5,1,Glomeromycota_sp,MG664506,SH3565331.08FU,reps_singleton,0.878947368421053,0.968421052631579,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,Microfungus,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,Arbuscular Mycorrhizal,NA,NA,765354,244235,0.001411631846414455,2.613169853427303e-5,8.188834524126354e-5
NSMSEQCasWoo01,NSS01,14168,U,1,0.385,Hyphae,SMM0213,213,SMM0213-POW14852A113-AAGKYY3M5,ITSall_OTUa_6451,59,0,NA,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,1,1,Glomeromycota_sp,MG664506,SH3565331.08FU,reps_singleton,0.92972972972973,0.994594594594595,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,Microfungus,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,Arbuscular Mycorrhizal,NA,NA,765354,244235,0.004164313946922643,7.708851067610544e-5,2.4157061846172745e-4
NSMSEQCasWoo01,NSS01,14168,U,1,0.385,Hyphae,SMM0213,213,SMM0213-POW14852A113-AAGKYY3M5,ITSall_OTUa_3688,64,0,NA,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,5,1,Glomeromycota_sp,MG664506,SH3565331.08FU,reps_singleton,0.92972972972973,0.994594594594595,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,Microfungus,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:44 2021,NA,Arbuscular Mycorrhizal,NA,NA,765354,244235,0.004517221908526256,8.362143530967369e-5,2.6204270477204333e-4
NSMSEQCasWoo01,NSS01,14168,U,1,0.385,Hyphae,SMM0213,213,SMM0213-POW14852A113-AAGKYY3M5,ITSall_OTUa_2419,133,4,Fri Mar 21 23:04:47 2025,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,42,1,Glomeromycota_sp,KJ484706,SH1570975.08FU,reps,0.86734693877551,0.959183673469388,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,Microfungus,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,Arbuscular Mycorrhizal,NA,NA,765354,244235,0.009387351778656126,1.7377579525291564e-4,5.445574958544026e-4
NSMSEQCasWoo01,NSS01,14168,U,1,0.385,Hyphae,SMM0213,213,SMM0213-POW14852A113-AAGKYY3M5,ITSall_OTUa_120,12,0,NA,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,1,1,Claroideoglomeraceae_sp,HE775378,SH1520439.08FU,refs,0.81858407079646,0.911504424778761,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,Microfungus,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:16 2021,NA,Arbuscular Mycorrhizal,NA,NA,765354,244235,8.469791078486731e-4,1.567901912056382e-5,4.9133007144758125e-5
NSMSEQCasWoo01,NSS01,14168,U,1,0.385,Hyphae,SMM0213,213,SMM0213-POW14852A113-AAGKYY3M5,ITSall_OTUa_1589,111,2,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,7,1,Thelephoraceae_sp,UDB016701,SH1159624.08FU,reps_singleton,0.995433789954338,1,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,Clavarioid,NULL,Included due to manual confirmation,"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:28:58 2021,NA,Ectomycorrhizal,NA,NA,765354,244235,0.007834556747600226,1.4503092686521531e-4,4.5448031608901266e-4
NSMSEQCasWoo01,NSS01,14168,U,1,0.385,Hyphae,SMM0213,213,SMM0213-POW14852A113-AAGKYY3M5,ITSall_OTUa_337,87,1,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,2,1,Tomentella_sp,UDB016682,SH1159726.08FU,reps_singleton,0.904109589041096,0.990867579908676,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,Clavarioid,NULL,Included due to manual confirmation,"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,Ectomycorrhizal,NA,NA,765354,244235,0.00614059853190288,1.1367288862408768e-4,3.562143017994964e-4
NSMSEQCasWoo01,NSS01,14168,U,1,0.385,Hyphae,SMM0213,213,SMM0213-POW14852A113-AAGKYY3M5,ITSall_OTUa_7,4813,180,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,15,1,Tomentella_sp,DQ377429,SH1502636.08FU,reps,0.932126696832579,0.995475113122172,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,Clavarioid,NULL,Included due to manual confirmation,"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:17:18 2021,NA,Ectomycorrhizal,NA,NA,765354,244235,0.3397092038396386,0.0062885932522728045,0.01970643028231007
NSMSEQCasWoo01,NSS01,14168,U,1,0.385,Hyphae,SMM0213,213,SMM0213-POW14852A113-AAGKYY3M5,ITSall_OTUa_6384,21,0,NA,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,15,1,Tomentella_sp,DQ377429,SH1502636.08FU,reps,0.932126696832579,0.995475113122172,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,Clavarioid,NULL,Included due to manual confirmation,"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:16 2021,NA,Ectomycorrhizal,NA,NA,765354,244235,0.0014822134387351778,2.743828346098668e-5,8.598276250332672e-5
NSMSEQCasWoo01,NSS02,46757,U,2,0.422,Hyphae,SMM0214,214,SMM0214-POW14852A114-AAGKYY3M5,ITSall_OTUa_13,25,1,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,NA,14,0.933333333333333,Laccaria_sp,GQ921752,SH1553078.08FU,reps,0.990243902439024,1,Symbiotroph,Ectomycorrhizal,Highly Probable,Agaricoid,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,Ectomycorrhizal,short-distance_delicate,/laccaria,765354,244235,5.346792993562461e-4,3.266462316784129e-5,1.0236043155157943e-4
NSMSEQCasWoo01,NSS02,46757,U,2,0.422,Hyphae,SMM0214,214,SMM0214-POW14852A114-AAGKYY3M5,ITSall_OTUa_90,18,1,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,2,1,Tomentella_sp,DQ672323,SH1528514.08FU,reps,0.977168949771689,1,Symbiotroph,Ectomycorrhizal,Highly Probable,Corticioid,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,Ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora,765354,244235,3.849690955364972e-4,2.3518528680845725e-5,7.369951071713719e-5
